word1,word2,count,database_id,keyge1_id,keyge2_id,dataset_id,cword
autosomal,cl:36513,1,15,,,9,9-10862
autosomal,cl:36514,1,15,,,9,9-10863
autosomal,cl:36529,1,15,,,9,9-10864
autosomal,cl:36876,1,15,,,9,9-10865
autosomal,cl:4876,1,15,,,9,9-10866
autosomal,cl:6773,1,15,,,9,9-10867
autosomal,cl:951,1,15,,,9,9-10868
autosomal,colon,1,15,,,9,9-10869
autosomal,congenital,3,15,,,9,9-10870
autosomal,creatine,2,15,,,9,9-10871
autosomal,deafness,24,15,,,9,9-10872
autosomal,delamination,1,15,,,9,9-10873
autosomal,deuterosome,2,15,,,9,9-10874
autosomal,disability,4,15,,,9,9-10875
autosomal,domain,4,15,,,9,9-10876
autosomal,domain-containing,1,15,,,9,9-10877
autosomal,dominant,14,15,,,9,9-10878
autosomal,dystrophy,2,15,,,9,9-10879
autosomal,epimerase,1,15,,,9,9-10880
autosomal,fam181,1,15,,,9,9-10881
autosomal,genes,1,15,,,9,9-10882
autosomal,gh3,1,15,,,9,9-10883
autosomal,gpi-galnac,1,15,,,9,9-10884
autosomal,hair,1,15,,,9,9-10885
autosomal,hereditary,1,15,,,9,9-10886
autosomal,heterogeneous,1,15,,,9,9-10887
autosomal,hypocalcemia,1,15,,,9,9-10888
autosomal,ichthyosis,3,15,,,9,9-10889
autosomal,in,1,15,,,9,9-10890
autosomal,incl,29,15,,,9,9-10891
autosomal,intellectual,4,15,,,9,9-10892
autosomal,into,1,15,,,9,9-10893
autosomal,involved,1,15,,,9,9-10894
autosomal,junction,1,15,,,9,9-10895
autosomal,limb-girdle,2,15,,,9,9-10896
autosomal,lymph,1,15,,,9,9-10897
autosomal,lymphocyte,1,15,,,9,9-10898
autosomal,lymphocyte-specific,1,15,,,9,9-10899
autosomal,lysophosphatidic,1,15,,,9,9-10900
autosomal,matrix,1,15,,,9,9-10901
autosomal,medullary,1,15,,,9,9-10902
autosomal,meiotic,1,15,,,9,9-10903
autosomal,metabolic,3,15,,,9,9-10904
autosomal,metalloproteinase-19,1,15,,,9,9-10905
autosomal,microcephaly,4,15,,,9,9-10906
autosomal,migration,2,15,,,9,9-10907
autosomal,mineralization,1,15,,,9,9-10908
autosomal,mixed,28,15,,,9,9-10909
autosomal,mls,1,15,,,9,9-10910
autosomal,mostly,1,15,,,9,9-10911
autosomal,motif,1,15,,,9,9-10912
autosomal,muscular,2,15,,,9,9-10913
autosomal,nav,1,15,,,9,9-10914
autosomal,neuroblast,1,15,,,9,9-10915
autosomal,nf-kappa-b-activating,1,15,,,9,9-10916
autosomal,node,1,15,,,9,9-10917
autosomal,nog,1,15,,,9,9-10918
autosomal,non-syndromic,4,15,,,9,9-10919
autosomal,nonsyndromic,24,15,,,9,9-10920
autosomal,nuclear,1,15,,,9,9-10921
autosomal,osteopetrosis,2,15,,,9,9-10922
autosomal,otolith,1,15,,,9,9-10923
autosomal,p,1,15,,,9,9-10924
autosomal,paraplegia,1,15,,,9,9-10925
autosomal,pathways,2,15,,,9,9-10926
autosomal,pgap4,1,15,,,9,9-10927
autosomal,pigmentosa,2,15,,,9,9-10928
autosomal,primary,3,15,,,9,9-10929
autosomal,process,3,15,,,9,9-10930
autosomal,protein,5,15,,,9,9-10931
autosomal,pseudohypoaldosteronism,1,15,,,9,9-10932
autosomal,putative,1,15,,,9,9-10933
autosomal,receptor,1,15,,,9,9-10934
autosomal,recessive,31,15,,,9,9-10935
autosomal,recognition,1,15,,,9,9-10936
autosomal,regulates,1,15,,,9,9-10937
autosomal,repeat,2,15,,,9,9-10938
autosomal,resorption,1,15,,,9,9-10939
autosomal,retinitis,1,15,,,9,9-10940
autosomal,ribonucleoprotein,1,15,,,9,9-10941
autosomal,rna,1,15,,,9,9-10942
autosomal,rna-binding,1,15,,,9,9-10943
autosomal,robinow,1,15,,,9,9-10944
autosomal,root,1,15,,,9,9-10945
autosomal,runx2,1,15,,,9,9-10946
autosomal,sam,1,15,,,9,9-10947
autosomal,scr,1,15,,,9,9-10948
autosomal,sdr39u1,1,15,,,9,9-10949
autosomal,secretion,1,15,,,9,9-10950
autosomal,spastic,1,15,,,9,9-10951
autosomal,spindle,1,15,,,9,9-10952
autosomal,spinocerebellar,3,15,,,9,9-10953
autosomal,sushi,1,15,,,9,9-10954
autosomal,syndrome,7,15,,,9,9-10955
autosomal,transferase,1,15,,,9,9-10956
autosomal,type,5,15,,,9,9-10957
autosomal,unc-53,1,15,,,9,9-10958
autosomal,uncharacterized,1,15,,,9,9-10959
autosomal,urticaria,1,15,,,9,9-10960
autosomal,usher,4,15,,,9,9-10961
autosomal,woolly,1,15,,,9,9-10962
avascular,camera-type,1,15,,,9,9-10963
avascular,cl:26754,1,15,,,9,9-10964
avascular,cornea,1,15,,,9,9-10965
avascular,cyfip-related,1,15,,,9,9-10966
avascular,development,1,15,,,9,9-10967
avascular,eye,1,15,,,9,9-10968
avascular,in,1,15,,,9,9-10969
avascular,incl,1,15,,,9,9-10970
avascular,interactor,1,15,,,9,9-10971
avascular,mixed,1,15,,,9,9-10972
avascular,rac1,1,15,,,9,9-10973
avl9,cl:36737,1,15,,,9,9-10974
avl9,cl:36739,1,15,,,9,9-10975
avl9,d-tyr-trna,1,15,,,9,9-10976
avl9,deacylase,1,15,,,9,9-10977
avl9,glyco_18,1,15,,,9,9-10978
avl9,incl,1,15,,,9,9-10979
avl9,mixed,1,15,,,9,9-10980
avl9,protein,2,15,,,9,9-10981
avl9,transport,2,15,,,9,9-10982
avl9,tyr,1,15,,,9,9-10983
axin-1,binding,1,15,,,9,9-10984
axin-1,cl:21186,1,15,,,9,9-10985
axin-1,glycogen,1,15,,,9,9-10986
axin-1,kinase-3,1,15,,,9,9-10987
axin-1,synthase,1,15,,,9,9-10988
axon,by,3,15,,,9,9-10989
axon,channel,2,15,,,9,9-10990
axon,cl:15697,1,15,,,9,9-10991
axon,cl:15698,1,15,,,9,9-10992
axon,cl:16193,1,15,,,9,9-10993
axon,cl:16195,1,15,,,9,9-10994
axon,cl:16197,1,15,,,9,9-10995
axon,cl:16198,1,15,,,9,9-10996
axon,cl:16200,1,15,,,9,9-10997
axon,cl:16204,1,15,,,9,9-10998
axon,cl:16206,1,15,,,9,9-10999
axon,cl:16251,1,15,,,9,9-11000
axon,cl:16254,1,15,,,9,9-11001
axon,cl:16813,1,15,,,9,9-11002
axon,cl:21741,1,15,,,9,9-11003
axon,cl:22799,1,15,,,9,9-11004
axon,cl:22800,1,15,,,9,9-11005
axon,cl:22801,1,15,,,9,9-11006
axon,cl:23101,1,15,,,9,9-11007
axon,cl:23198,1,15,,,9,9-11008
axon,cl:27939,1,15,,,9,9-11009
axon,cl:27940,1,15,,,9,9-11010
axon,commissural,3,15,,,9,9-11011
axon,complex,2,15,,,9,9-11012
axon,component,1,15,,,9,9-11013
axon,cord,1,15,,,9,9-11014
axon,dendrite,3,15,,,9,9-11015
axon,domain,3,15,,,9,9-11016
axon,dorsal,1,15,,,9,9-11017
axon,draxin,2,15,,,9,9-11018
axon,eag,1,15,,,9,9-11019
axon,epilepsy,1,15,,,9,9-11020
axon,familial,1,15,,,9,9-11021
axon,fringe,1,15,,,9,9-11022
axon,guidance,11,15,,,9,9-11023
axon,heterodimerization,1,15,,,9,9-11024
axon,in,2,15,,,9,9-11025
axon,incl,10,15,,,9,9-11026
axon,initial,1,15,,,9,9-11027
axon,injured,1,15,,,9,9-11028
axon,interneuron,1,15,,,9,9-11029
axon,involved,2,15,,,9,9-11030
axon,juxtaparanode,4,15,,,9,9-11031
axon,kinase,2,15,,,9,9-11032
axon,laminin-10,1,15,,,9,9-11033
axon,lobe,1,15,,,9,9-11034
axon,localization,3,15,,,9,9-11035
axon,membrane,1,15,,,9,9-11036
axon,mixed,10,15,,,9,9-11037
axon,necl,1,15,,,9,9-11038
axon,nectin,1,15,,,9,9-11039
axon,of,8,15,,,9,9-11040
axon,pathfinding,3,15,,,9,9-11041
axon,pathway,4,15,,,9,9-11042
axon,posterior,3,15,,,9,9-11043
axon,potassium,1,15,,,9,9-11044
axon,presynaptic,1,15,,,9,9-11045
axon,protein,5,15,,,9,9-11046
axon,receptor,2,15,,,9,9-11047
axon,region,4,15,,,9,9-11048
axon,regulation,3,15,,,9,9-11049
axon,robo,3,15,,,9,9-11050
axon,segment,1,15,,,9,9-11051
axon,self-avoidance,3,15,,,9,9-11052
axon,sema,3,15,,,9,9-11053
axon,semaphorin,1,15,,,9,9-11054
axon,semaphorin-7a,1,15,,,9,9-11055
axon,semaphorin-plexin,2,15,,,9,9-11056
axon,signaling,4,15,,,9,9-11057
axon,slit,3,15,,,9,9-11058
axon,sodium,1,15,,,9,9-11059
axon,spinal,1,15,,,9,9-11060
axon,sprouting,1,15,,,9,9-11061
axon,temporal,1,15,,,9,9-11062
axon,to,3,15,,,9,9-11063
axon,trans,1,15,,,9,9-11064
axon,transmembrane,2,15,,,9,9-11065
axon,tyrosine,2,15,,,9,9-11066
axon,voltage-dependent,1,15,,,9,9-11067
axon,voltage-gated,1,15,,,9,9-11068
axon,xylosyltransferase,2,15,,,9,9-11069
axonal,base-excision,1,15,,,9,9-11070
axonal,chaperone,1,15,,,9,9-11071
axonal,charcot-marie-tooth,1,15,,,9,9-11072
axonal,cl:23042,1,15,,,9,9-11073
axonal,cl:23045,1,15,,,9,9-11074
axonal,cl:3035,1,15,,,9,9-11075
axonal,cl:5676,1,15,,,9,9-11076
axonal,cl:7407,1,15,,,9,9-11077
axonal,disease,1,15,,,9,9-11078
axonal,dna,1,15,,,9,9-11079
axonal,dnaj,1,15,,,9,9-11080
axonal,growth,2,15,,,9,9-11081
axonal,heterochromatin,1,15,,,9,9-11082
axonal,incl,1,15,,,9,9-11083
axonal,inhibition,2,15,,,9,9-11084
axonal,ligation,1,15,,,9,9-11085
axonal,localization,1,15,,,9,9-11086
axonal,mixed,1,15,,,9,9-11087
axonal,neurochondrin,1,15,,,9,9-11088
axonal,neuropathy,1,15,,,9,9-11089
axonal,protein,1,15,,,9,9-11090
axonal,repair,1,15,,,9,9-11091
axonal,rhoa,2,15,,,9,9-11092
axonal,slow,1,15,,,9,9-11093
axonal,spinocerebellar,1,15,,,9,9-11094
axonal,to,1,15,,,9,9-11095
axonal,transport,1,15,,,9,9-11096
axonal,type,2,15,,,9,9-11097
axonal,with,1,15,,,9,9-11098
axonemal,central,2,15,,,9,9-11099
axonemal,ciliary,1,15,,,9,9-11100
axonemal,cl:10690,1,15,,,9,9-11101
axonemal,cl:10755,1,15,,,9,9-11102
axonemal,cl:10772,1,15,,,9,9-11103
axonemal,cl:10812,1,15,,,9,9-11104
axonemal,cl:30355,1,15,,,9,9-11105
axonemal,complex,2,15,,,9,9-11106
axonemal,domain,1,15,,,9,9-11107
axonemal,doublet,1,15,,,9,9-11108
axonemal,duf4486,1,15,,,9,9-11109
axonemal,dynactin,1,15,,,9,9-11110
axonemal,dynein,2,15,,,9,9-11111
axonemal,dyskinesia,1,15,,,9,9-11112
axonemal,function,1,15,,,9,9-11113
axonemal,incl,3,15,,,9,9-11114
axonemal,mixed,3,15,,,9,9-11115
axonemal,of,1,15,,,9,9-11116
axonemal,outer,1,15,,,9,9-11117
axonemal,podocalyxin-like,1,15,,,9,9-11118
axonemal,primary,1,15,,,9,9-11119
axonemal,protein,1,15,,,9,9-11120
axonemal,unknown,1,15,,,9,9-11121
b,b561,1,15,,,9,9-11122
b,bcr,3,15,,,9,9-11123
b,bun107,1,15,,,9,9-11124
b,butyrophilin,1,15,,,9,9-11125
b,c,5,15,,,9,9-11126
b,c-terminal,3,15,,,9,9-11127
b,c-type,1,15,,,9,9-11128
b,carboxylesterase,1,15,,,9,9-11129
b,card,1,15,,,9,9-11130
b,catalytic,1,15,,,9,9-11131
b,causes,1,15,,,9,9-11132
b,ccch,1,15,,,9,9-11133
b,cd45,1,15,,,9,9-11134
b,cell,6,15,,,9,9-11135
b,cells,1,15,,,9,9-11136
b,centrosomal,1,15,,,9,9-11137
b,chromogranin,4,15,,,9,9-11138
b,cl:10482,1,15,,,9,9-11139
b,cl:10484,1,15,,,9,9-11140
b,cl:10487,1,15,,,9,9-11141
b,cl:14455,1,15,,,9,9-11142
b,cl:14519,1,15,,,9,9-11143
b,cl:15903,1,15,,,9,9-11144
b,cl:15904,1,15,,,9,9-11145
b,cl:15952,1,15,,,9,9-11146
b,cl:15970,1,15,,,9,9-11147
b,cl:16152,1,15,,,9,9-11148
b,cl:16810,1,15,,,9,9-11149
b,cl:18486,1,15,,,9,9-11150
b,cl:18487,1,15,,,9,9-11151
b,cl:18488,1,15,,,9,9-11152
b,cl:18490,1,15,,,9,9-11153
b,cl:18491,1,15,,,9,9-11154
b,cl:19663,1,15,,,9,9-11155
b,cl:19754,1,15,,,9,9-11156
b,cl:20445,1,15,,,9,9-11157
b,cl:21319,1,15,,,9,9-11158
b,cl:24472,1,15,,,9,9-11159
b,cl:24598,1,15,,,9,9-11160
b,cl:24650,1,15,,,9,9-11161
b,cl:24652,1,15,,,9,9-11162
b,cl:24654,1,15,,,9,9-11163
b,cl:24656,1,15,,,9,9-11164
b,cl:25020,1,15,,,9,9-11165
b,cl:26497,1,15,,,9,9-11166
b,cl:28764,1,15,,,9,9-11167
b,cl:29032,1,15,,,9,9-11168
b,cl:29733,1,15,,,9,9-11169
b,cl:30807,1,15,,,9,9-11170
b,cl:31456,1,15,,,9,9-11171
b,cl:32704,1,15,,,9,9-11172
b,cl:34331,1,15,,,9,9-11173
b,cl:34332,1,15,,,9,9-11174
b,cl:34669,1,15,,,9,9-11175
b,cl:37366,1,15,,,9,9-11176
b,cl:37982,1,15,,,9,9-11177
b,cl:38044,1,15,,,9,9-11178
b,cl:38059,1,15,,,9,9-11179
b,cl:38567,1,15,,,9,9-11180
b,cl:7352,1,15,,,9,9-11181
b,cl:8518,1,15,,,9,9-11182
b,class,1,15,,,9,9-11183
b,commitment,1,15,,,9,9-11184
b,cysteine,1,15,,,9,9-11185
b,cytochrome,1,15,,,9,9-11186
b,d,1,15,,,9,9-11187
b,defective,1,15,,,9,9-11188
b,deficiency,1,15,,,9,9-11189
b,disease,1,15,,,9,9-11190
b,domain,13,15,,,9,9-11191
b,domain-containing,3,15,,,9,9-11192
b,dwarfin,1,15,,,9,9-11193
b,eva-1,2,15,,,9,9-11194
b,factor,1,15,,,9,9-11195
b,factor-like,3,15,,,9,9-11196
b,fam173a,1,15,,,9,9-11197
b,fate,1,15,,,9,9-11198
b,finger,2,15,,,9,9-11199
b,gamma,1,15,,,9,9-11200
b,generation,3,15,,,9,9-11201
b,groucho,1,15,,,9,9-11202
b,helical,1,15,,,9,9-11203
b,hemophilia,1,15,,,9,9-11204
b,hemorrhagic,1,15,,,9,9-11205
b,hereditary,1,15,,,9,9-11206
b,histidine-rich,1,15,,,9,9-11207
b,homologue,2,15,,,9,9-11208
b,hormone,2,15,,,9,9-11209
b,hr1,1,15,,,9,9-11210
b,ia-2,1,15,,,9,9-11211
b,in,2,15,,,9,9-11212
b,incl,24,15,,,9,9-11213
b,insulin,1,15,,,9,9-11214
b,intraciliary,3,15,,,9,9-11215
b,iv,1,15,,,9,9-11216
b,ix,1,15,,,9,9-11217
b,kiaa1109,1,15,,,9,9-11218
b,kinase,2,15,,,9,9-11219
b,laminin,1,15,,,9,9-11220
b,leading,3,15,,,9,9-11221
b,lectin,1,15,,,9,9-11222
b,ligand-binding,1,15,,,9,9-11223
b,like,3,15,,,9,9-11224
b,localisation,1,15,,,9,9-11225
b,lrrc37a,3,15,,,9,9-11226
b,lysine,1,15,,,9,9-11227
b,maturation,1,15,,,9,9-11228
b,melanoma,1,15,,,9,9-11229
b,melanoma-associated,1,15,,,9,9-11230
b,member,1,15,,,9,9-11231
b,membrane-spanning,1,15,,,9,9-11232
b,messenger,2,15,,,9,9-11233
b,messengers,3,15,,,9,9-11234
b,methyltransferase,1,15,,,9,9-11235
b,mixed,21,15,,,9,9-11236
b,modulation,1,15,,,9,9-11237
b,molecules,2,15,,,9,9-11238
b,mostly,3,15,,,9,9-11239
b,n-lysine,1,15,,,9,9-11240
b,n-terminal,1,15,,,9,9-11241
b,n1,1,15,,,9,9-11242
b,nac-alpha,1,15,,,9,9-11243
b,neuropeptides,1,15,,,9,9-11244
b,nf-kappa,5,15,,,9,9-11245
b,nut,1,15,,,9,9-11246
b,of,6,15,,,9,9-11247
b,osteoblastoma,1,15,,,9,9-11248
b,pancreatic,1,15,,,9,9-11249
b,papilledema,1,15,,,9,9-11250
b,parkinsons,1,15,,,9,9-11251
b,particle,3,15,,,9,9-11252
b,pathway,5,15,,,9,9-11253
b,peptide,1,15,,,9,9-11254
b,phosphatase,2,15,,,9,9-11255
b,phosphatidyl,1,15,,,9,9-11256
b,phospholipase,2,15,,,9,9-11257
b,pmz-type,1,15,,,9,9-11258
b,processing,2,15,,,9,9-11259
b,protein,14,15,,,9,9-11260
b,protein-tyrosine,1,15,,,9,9-11261
b,proteins,1,15,,,9,9-11262
b,pry,1,15,,,9,9-11263
b,q-rich,1,15,,,9,9-11264
b,rab33a,1,15,,,9,9-11265
b,ras,1,15,,,9,9-11266
b,rasal,1,15,,,9,9-11267
b,rasgap,1,15,,,9,9-11268
b,receptor,5,15,,,9,9-11269
b,receptors,2,15,,,9,9-11270
b,reductase,1,15,,,9,9-11271
b,regulatory,1,15,,,9,9-11272
b,relaxin,1,15,,,9,9-11273
b,repeat,1,15,,,9,9-11274
b,second,4,15,,,9,9-11275
b,secretin,1,15,,,9,9-11276
b,secretogranin-3,1,15,,,9,9-11277
b,serine,1,15,,,9,9-11278
b,signaling,5,15,,,9,9-11279
b,spry,1,15,,,9,9-11280
b,subfamily,2,15,,,9,9-11281
b,subunit,1,15,,,9,9-11282
b,telangiectasia,1,15,,,9,9-11283
b,thioesterase,1,15,,,9,9-11284
b,threonine-protein,1,15,,,9,9-11285
b,tir,3,15,,,9,9-11286
b,tle,1,15,,,9,9-11287
b,tmem151,1,15,,,9,9-11288
b,tmem189,1,15,,,9,9-11289
b,to,3,15,,,9,9-11290
b,transmembrane,3,15,,,9,9-11291
b,transport,3,15,,,9,9-11292
b,type,2,15,,,9,9-11293
b,uba-like,1,15,,,9,9-11294
b,uncharacterized,3,15,,,9,9-11295
b,w,1,15,,,9,9-11296
b,wdr48,1,15,,,9,9-11297
b,zinc,2,15,,,9,9-11298
b-,cl:19269,1,15,,,9,9-11299
b-,immune,1,15,,,9,9-11300
b-,incl,1,15,,,9,9-11301
b-,memory,1,15,,,9,9-11302
b-,mixed,1,15,,,9,9-11303
b-,negative,1,15,,,9,9-11304
b-,of,1,15,,,9,9-11305
b-,regulation,1,15,,,9,9-11306
b-,response,1,15,,,9,9-11307
b-,t-lymphocyte,1,15,,,9,9-11308
b-245,channel,1,15,,,9,9-11309
b-245,chaperone,1,15,,,9,9-11310
b-245,cl:7179,1,15,,,9,9-11311
b-245,cytochrome,1,15,,,9,9-11312
b-245,incl,1,15,,,9,9-11313
b-245,mixed,1,15,,,9,9-11314
b-245,tric,1,15,,,9,9-11315
b-box,b-box-type,1,15,,,9,9-11316
b-box,c-terminal,3,15,,,9,9-11317
b-box,cl:28526,1,15,,,9,9-11318
b-box,cl:28528,1,15,,,9,9-11319
b-box,cl:28530,1,15,,,9,9-11320
b-box,domain,2,15,,,9,9-11321
b-box,dystrophy,2,15,,,9,9-11322
b-box,finger,1,15,,,9,9-11323
b-box,incl,2,15,,,9,9-11324
b-box,limb-girdle,2,15,,,9,9-11325
b-box,mixed,2,15,,,9,9-11326
b-box,muscular,2,15,,,9,9-11327
b-box,recessive,2,15,,,9,9-11328
b-box,type,2,15,,,9,9-11329
b-box,zinc,1,15,,,9,9-11330
b-box-type,c-terminal,1,15,,,9,9-11331
b-box-type,c3hc4,3,15,,,9,9-11332
b-box-type,cl:28511,1,15,,,9,9-11333
b-box-type,cl:28512,1,15,,,9,9-11334
b-box-type,cl:28513,1,15,,,9,9-11335
b-box-type,cl:28514,1,15,,,9,9-11336
b-box-type,cl:28515,1,15,,,9,9-11337
b-box-type,cl:28516,1,15,,,9,9-11338
b-box-type,cl:28517,1,15,,,9,9-11339
b-box-type,cl:28519,1,15,,,9,9-11340
b-box-type,cl:28521,1,15,,,9,9-11341
b-box-type,cl:28522,1,15,,,9,9-11342
b-box-type,cl:28524,1,15,,,9,9-11343
b-box-type,cl:28526,1,15,,,9,9-11344
b-box-type,cl:37620,1,15,,,9,9-11345
b-box-type,domain,5,15,,,9,9-11346
b-box-type,finger,13,15,,,9,9-11347
b-box-type,incl,8,15,,,9,9-11348
b-box-type,mixed,8,15,,,9,9-11349
b-box-type,phr,5,15,,,9,9-11350
b-box-type,protein-like,1,15,,,9,9-11351
b-box-type,ret,1,15,,,9,9-11352
b-box-type,ring,5,15,,,9,9-11353
b-box-type,ring-type,1,15,,,9,9-11354
b-box-type,type,3,15,,,9,9-11355
b-box-type,zinc,13,15,,,9,9-11356
b-type,cl:2741,1,15,,,9,9-11357
b-type,proteasome,1,15,,,9,9-11358
b-type,subunit,1,15,,,9,9-11359
b1,cl:1461,1,15,,,9,9-11360
b1,cl:31442,1,15,,,9,9-11361
b1,cl:31484,1,15,,,9,9-11362
b1,domain,1,15,,,9,9-11363
b1,hnrnp,1,15,,,9,9-11364
b1,hnrnp-l,1,15,,,9,9-11365
b1,incl,2,15,,,9,9-11366
b1,metabolism,2,15,,,9,9-11367
b1,mixed,2,15,,,9,9-11368
b1,ptb,1,15,,,9,9-11369
b1,thap,1,15,,,9,9-11370
b12,calciferol,1,15,,,9,9-11371
b12,cl:20082,1,15,,,9,9-11372
b12,cl:20083,1,15,,,9,9-11373
b12,cobalamin,2,15,,,9,9-11374
b12,d,1,15,,,9,9-11375
b12,defects,2,15,,,9,9-11376
b12,in,2,15,,,9,9-11377
b12,metabolism,2,15,,,9,9-11378
b12,vitamin,1,15,,,9,9-11379
b2,cl:36420,1,15,,,9,9-11380
b2,cl:36421,1,15,,,9,9-11381
b2,cl:36423,1,15,,,9,9-11382
b2,cl:36426,1,15,,,9,9-11383
b2,cl:36458,1,15,,,9,9-11384
b2,domain,4,15,,,9,9-11385
b2,high,5,15,,,9,9-11386
b2,incl,5,15,,,9,9-11387
b2,keratin,5,15,,,9,9-11388
b2,member,1,15,,,9,9-11389
b2,mixed,5,15,,,9,9-11390
b2,protein,5,15,,,9,9-11391
b2,rab-gtpase-tbc,4,15,,,9,9-11392
b2,secretoglobin,1,15,,,9,9-11393
b2,sulfur,5,15,,,9,9-11394
b3galtl,causes,9,15,,,9,9-11395
b3galtl,cl:16426,1,15,,,9,9-11396
b3galtl,cl:16427,1,15,,,9,9-11397
b3galtl,cl:16428,1,15,,,9,9-11398
b3galtl,cl:16429,1,15,,,9,9-11399
b3galtl,cl:16687,1,15,,,9,9-11400
b3galtl,cl:16690,1,15,,,9,9-11401
b3galtl,cl:16691,1,15,,,9,9-11402
b3galtl,cl:16692,1,15,,,9,9-11403
b3galtl,cl:16694,1,15,,,9,9-11404
b3galtl,collagen,2,15,,,9,9-11405
b3galtl,defective,9,15,,,9,9-11406
b3galtl,extracellular,2,15,,,9,9-11407
b3galtl,formation,2,15,,,9,9-11408
b3galtl,incl,1,15,,,9,9-11409
b3galtl,matrix,2,15,,,9,9-11410
b3galtl,mixed,1,15,,,9,9-11411
b3galtl,organization,2,15,,,9,9-11412
b3galtl,peters-plus,9,15,,,9,9-11413
b3galtl,pps,9,15,,,9,9-11414
b3galtl,syndrome,9,15,,,9,9-11415
b5,cancer,1,15,,,9,9-11416
b5,cl:30936,1,15,,,9,9-11417
b5,gene,1,15,,,9,9-11418
b5,melanoma-associated,1,15,,,9,9-11419
b5,testis,1,15,,,9,9-11420
b561,butyrophilin,1,15,,,9,9-11421
b561,cl:20231,1,15,,,9,9-11422
b561,cl:20267,1,15,,,9,9-11423
b561,cl:29032,1,15,,,9,9-11424
b561,cytochrome,3,15,,,9,9-11425
b561,domain,1,15,,,9,9-11426
b561,ferric,2,15,,,9,9-11427
b561,hyaluronan,1,15,,,9,9-11428
b561,hyaluronidase-3,1,15,,,9,9-11429
b561,incl,2,15,,,9,9-11430
b561,metabolism,1,15,,,9,9-11431
b561,mixed,2,15,,,9,9-11432
b561,pry,1,15,,,9,9-11433
b561,reductase,3,15,,,9,9-11434
b561,spry,1,15,,,9,9-11435
b561,subfamily,1,15,,,9,9-11436
b561,transmembrane,2,15,,,9,9-11437
b561-related,cl:7204,1,15,,,9,9-11438
b561-related,cytochrome,1,15,,,9,9-11439
b561-related,incl,1,15,,,9,9-11440
b561-related,leukemia-associated,1,15,,,9,9-11441
b561-related,mostly,1,15,,,9,9-11442
b561-related,protein,1,15,,,9,9-11443
b561-related,uncharacterized,1,15,,,9,9-11444
b6,cl:13243,1,15,,,9,9-11445
b6,incl,1,15,,,9,9-11446
b6,metabolism,1,15,,,9,9-11447
b6,mixed,1,15,,,9,9-11448
b6,phosphatase,1,15,,,9,9-11449
b6,vitamin,1,15,,,9,9-11450
baalc,cl:34889,1,15,,,9,9-11451
baalc,cl:34890,1,15,,,9,9-11452
baalc,incl,2,15,,,9,9-11453
baalc,mixed,1,15,,,9,9-11454
baalc,mostly,1,15,,,9,9-11455
baalc,n-terminus,2,15,,,9,9-11456
baalc,protein,2,15,,,9,9-11457
baalc,topaz1,2,15,,,9,9-11458
baalc,uncharacterized,1,15,,,9,9-11459
baastrups,cl:28876,1,15,,,9,9-11460
baastrups,incl,1,15,,,9,9-11461
baastrups,mixed,1,15,,,9,9-11462
baastrups,progressive,1,15,,,9,9-11463
baastrups,syndrome,1,15,,,9,9-11464
back,btbd8,1,15,,,9,9-11465
back,cl:25089,1,15,,,9,9-11466
back,domain,1,15,,,9,9-11467
back,incl,1,15,,,9,9-11468
back,mixed,1,15,,,9,9-11469
back,osteocrin,1,15,,,9,9-11470
backbone,biosynthesis,1,15,,,9,9-11471
backbone,biosynthetic,1,15,,,9,9-11472
backbone,cl:13840,1,15,,,9,9-11473
backbone,process,1,15,,,9,9-11474
backbone,quinone,1,15,,,9,9-11475
backbone,terpenoid,1,15,,,9,9-11476
bacterial,cl:25742,1,15,,,9,9-11477
bacterial,domain,1,15,,,9,9-11478
bacterial,fbxo45,1,15,,,9,9-11479
bacterial,incl,1,15,,,9,9-11480
bacterial,mixed,1,15,,,9,9-11481
bacterial,sh3,1,15,,,9,9-11482
bacterial,spry,1,15,,,9,9-11483
bacterial-type,cl:542,1,15,,,9,9-11484
bacterial-type,incl,1,15,,,9,9-11485
bacterial-type,mixed,1,15,,,9,9-11486
bacterial-type,protein,1,15,,,9,9-11487
bacterial-type,ribosomal,1,15,,,9,9-11488
bacterial-type,s12,1,15,,,9,9-11489
bacterial-type,s6,1,15,,,9,9-11490
bacterium,cl:35920,1,15,,,9,9-11491
bacterium,defense,1,15,,,9,9-11492
bacterium,incl,1,15,,,9,9-11493
bacterium,keratinization,1,15,,,9,9-11494
bacterium,mixed,1,15,,,9,9-11495
bacterium,response,1,15,,,9,9-11496
bacterium,to,1,15,,,9,9-11497
bag,binding,1,15,,,9,9-11498
bag,chaperone,1,15,,,9,9-11499
bag,cl:3017,1,15,,,9,9-11500
bag,cl:3019,1,15,,,9,9-11501
bag,cl:3045,1,15,,,9,9-11502
bag,cl:3047,1,15,,,9,9-11503
bag,cofactor-dependent,1,15,,,9,9-11504
bag,containing,1,15,,,9,9-11505
bag,denatured,1,15,,,9,9-11506
bag,domain,4,15,,,9,9-11507
bag,hsp70,1,15,,,9,9-11508
bag,nucleotide-binding,1,15,,,9,9-11509
bag,of,1,15,,,9,9-11510
bag,oligomerization,1,15,,,9,9-11511
bag,pathway,1,15,,,9,9-11512
bag,positive,1,15,,,9,9-11513
bag,protein,3,15,,,9,9-11514
